,year,team,home_total_attendance,home_avg_attendance,road_avg_attendance,overall_avg_attendance
602,2003,Mavericks,816429.0,19912.0,17618.0,18765.0
603,2003,Pistons,839278.0,20470.0,16053.0,18261.0
604,2003,NY Knicks,779479.0,19011.0,17104.0,18058.0
605,2003,Bulls,804303.0,19617.0,16268.0,17942.0
606,2003,Trail Blazers,796250.0,19420.0,16458.0,17939.0
607,2003,Jazz,786034.0,19171.0,16585.0,17878.0
608,2003,Raptors,777507.0,18963.0,16509.0,17736.0
609,2003,Kings,709997.0,17317.0,17924.0,17620.0
610,2003,Celtics,709049.0,17293.0,17263.0,17278.0
611,2003,Spurs,735970.0,17950.0,16559.0,17255.0
612,2003,Clippers,706471.0,17231.0,16276.0,16753.0
613,2003,Pacers,670461.0,16352.0,16856.0,16604.0
614,2003,Suns,666559.0,16257.0,16318.0,16288.0
615,2003,Bucks,665966.0,16243.0,16327.0,16285.0
616,2003,Timberwolves,643684.0,15699.0,16657.0,16178.0
617,2003,Nets,622574.0,15184.0,16956.0,16070.0
618,2003,Pelicans,641683.0,15650.0,16481.0,16066.0
619,2003,Magic,605901.0,14778.0,17305.0,16041.0
620,2003,Thunder,637194.0,15541.0,16243.0,15892.0
621,2003,Warriors,634935.0,15486.0,16297.0,15891.0
622,2003,Rockets,565166.0,13784.0,17919.0,15851.0
623,2003,Grizzlies,611322.0,14910.0,16277.0,15593.0
624,2003,Heat,628242.0,15322.0,15844.0,15583.0
625,2003,Nuggets,607813.0,14824.0,16299.0,15562.0
626,2003,Hawks,528655.0,12894.0,16294.0,14594.0
627,2003,Cavaliers,471374.0,11496.0,16087.0,13792.0
628,2002,Wizards,847634.0,20674.0,19939.0,20306.0
629,2002,Spurs,906390.0,22107.0,17248.0,19677.0
630,2002,76ers,842976.0,20560.0,18720.0,19640.0
631,2002,Lakers,778877.0,18997.0,20102.0,19549.0
632,2002,Raptors,811135.0,19783.0,17200.0,18492.0
633,2002,NY Knicks,810283.0,19763.0,17082.0,18422.0
634,2002,Mavericks,802783.0,19580.0,17049.0,18314.0
635,2002,Trail Blazers,797821.0,19459.0,16483.0,17971.0
636,2002,Jazz,766108.0,18685.0,16667.0,17676.0
637,2002,Bucks,745305.0,18178.0,17043.0,17610.0
638,2002,Kings,709997.0,17317.0,17701.0,17509.0
639,2002,Pistons,760807.0,18556.0,16417.0,17486.0
640,2002,Bulls,776311.0,18934.0,16000.0,17467.0
641,2002,Timberwolves,731673.0,17845.0,16961.0,17403.0
642,2002,Clippers,740185.0,18053.0,16569.0,17311.0
643,2002,Celtics,659751.0,16091.0,17576.0,16833.0
644,2002,Pacers,686537.0,16744.0,16677.0,16711.0
645,2002,Suns,668939.0,16315.0,16765.0,16540.0
646,2002,Heat,655549.0,15989.0,16702.0,16345.0
647,2002,Magic,621121.0,15149.0,17345.0,16247.0
648,2002,Nuggets,633846.0,15459.0,16396.0,15928.0
649,2002,Thunder,633516.0,15451.0,16013.0,15732.0
650,2002,Warriors,593182.0,14467.0,16202.0,15335.0
651,2002,Cavaliers,596115.0,14539.0,15809.0,15174.0
652,2002,Grizzlies,591030.0,14415.0,15841.0,15128.0
653,2002,Nets,564194.0,13760.0,16403.0,15082.0
654,2002,Hawks,506110.0,12344.0,16315.0,14329.0
655,2002,Rockets,481227.0,11737.0,16551.0,14144.0
656,2002,Pelicans,462738.0,11286.0,16457.0,13871.0
657,2001,Spurs,913175.0,22272.0,16690.0,19481.0
658,2001,Lakers,776336.0,18935.0,19628.0,19281.0
659,2001,76ers,805692.0,19651.0,18582.0,19116.0
660,2001,Bulls,888654.0,21674.0,16336.0,19005.0
661,2001,NY Knicks,810283.0,19763.0,17680.0,18721.0
662,2001,Trail Blazers,831385.0,20277.0,17037.0,18657.0
663,2001,Raptors,793256.0,19347.0,17611.0,18479.0
664,2001,Jazz,792196.0,19321.0,16989.0,18155.0
665,2001,Kings,709997.0,17317.0,18438.0,17877.0
666,2001,Suns,737586.0,17989.0,17157.0,17573.0
667,2001,Pacers,733444.0,17888.0,16508.0,17198.0
668,2001,Timberwolves,717371.0,17496.0,16787.0,17142.0
669,2001,Heat,677186.0,16516.0,17046.0,16781.0
670,2001,Bucks,683125.0,16661.0,16584.0,16623.0
671,2001,Mavericks,680138.0,16588.0,15761.0,16175.0
672,2001,Thunder,640847.0,15630.0,16497.0,16063.0
673,2001,Cavaliers,650775.0,15872.0,16064.0,15968.0
674,2001,Celtics,629201.0,15346.0,16436.0,15891.0
675,2001,Magic,605031.0,14756.0,16810.0,15783.0
676,2001,Pelicans,615424.0,15010.0,16500.0,15755.0
677,2001,Nuggets,619300.0,15104.0,16403.0,15754.0
678,2001,Wizards,638653.0,15576.0,15872.0,15724.0
679,2001,Pistons,607323.0,14812.0,16397.0,15604.0
680,2001,Warriors,591981.0,14438.0,16058.0,15248.0
681,2001,Clippers,599448.0,14620.0,15823.0,15222.0
682,2001,Hawks,560324.0,13666.0,16403.0,15035.0
683,2001,Nets,566077.0,13806.0,16085.0,14946.0
684,2001,Grizzlies,563218.0,13737.0,15822.0,14779.0
685,2001,Rockets,518555.0,12647.0,16714.0,14680.0
